10000 100000
8605 7383 7
2866 7558 6
4419 2895 7
9468 2369 8
8430 1772 2
8901 8647 6
168 7824 7
3997 5383 10
6009 8427 8
2611 7644 4
1246 9124 10
5921 3976 9
8763 2742 3
7945 7901 3
2903 1255 4
3230 6616 1
3398 5423 8
291 3527 1
7190 60 2
9304 811 10
3028 1263 4
2540 2617 3
588 4965 5
5638 1669 5
274 158 4
5058 6352 1
3862 6911 9
5600 3276 8
8445 3432 3
6698 505 6
1605 175 3
8554 9015 1
7173 2037 7
9912 8313 7
2133 6298 3
6705 1358 2
1372 9947 1
2872 8437 7
3271 2669 2
5842 5523 5
568 5208 4
2260 2766 7
5670 4850 4
7526 4082 4
6229 1927 1
6563 3327 7
4333 279 7
6006 1189 6
5131 1441 8
1585 3828 3
137 3135 9
2092 3650 5
8465 6203 1
574 6740 5
1446 425 1
866 9175 9
7323 8684 2
8978 468 2
9214 6558 5
9133 4317 6
6502 8800 6
709 8150 2
1361 4857 4
792 6984 5
6294 5379 1
2014 9962 6
2414 2298 8
4912 6829 7
8117 3908 6
512 3181 1
6127 8382 1
6859 7966 3
1898 4989 8
7083 2456 9
2493 6796 5
7305 5632 1
5761 353 5
7609 5078 4
2650 7448 2
4423 1115 7
1507 2308 4
7508 2562 8
2602 4272 4
6322 8424 9
9469 1822 10
6665 1705 6
6406 6697 6
5324 9715 6
5171 7252 8
733 7688 7
2664 7937 3
7552 9346 4
7346 8713 4
6270 3139 10
1406 8825 4
3789 141 10
5840 5201 7
8466 2748 1
4894 2932 4
4984 9473 1
4324 6301 6
3722 1881 2
9795 3543 10
5764 3147 8
892 6315 6
4878 9836 1
9528 5847 4
6273 8986 2
1714 1122 9
5346 8184 2
1737 31 4
4140 7679 8
8163 3009 8
2360 2745 2
1125 7618 6
2293 6256 6
1235 5 2
8676 7986 3
7578 1771 7
3926 1852 6
3680 3039 6
9766 8868 6
5300 669 1
1037 3860 1
9498 8959 10
8317 6457 1
1479 6614 1
8994 9600 2
5107 8312 6
6535 7051 8
3114 1181 1
1202 2748 2
3408 4826 10
8395 6569 10
8416 5229 1
5209 3665 4
6077 4646 8
8893 9316 9
8077 7659 1
4058 7481 4
9254 4834 2
8702 32 10
7095 8807 9
7528 9153 3
4997 5237 6
3147 9623 6
1805 6381 7
1124 2135 4
4472 2829 1
9903 9070 8
9870 2960 4
3031 5087 9
9525 7444 5
1741 8460 8
1461 326 3
6819 2871 10
9866 675 2
5410 482 2
3776 9538 4
8249 6829 5
2595 3597 10
3696 851 1
8398 2538 9
81 5837 5
2506 9579 3
4590 6162 3
8766 3443 5
276 6135 3
4555 3995 5
9545 1473 9
7619 2306 10
5847 5281 8
3534 4099 6
9420 5609 5
7796 5018 4
7795 3941 3
1450 6992 6
7434 6062 4
7091 3317 7
5628 2848 8
9750 6974 5
7007 5213 4
6030 48 4
4805 4091 2
5953 3328 7
8875 1602 1
2480 9148 2
5040 6970 4
6336 7652 6
1661 1639 8
4534 7095 1
4982 352 8
3309 2280 1
3070 7012 7
471 3677 6
4389 1776 8
7211 779 1
5580 9172 4
5771 326 2
3978 4163 1
1740 6096 4
340 513 10
5043 591 1
2506 6573 7
8551 4321 2
3845 6364 6
2177 6024 8
9868 1845 9
193 2617 9
3554 6719 3
2307 7073 4
8630 5229 6
2196 4629 8
7609 3800 5
9112 5306 2
2300 7077 9
5265 6121 8
6663 1893 8
5268 2219 7
8960 9368 2
5426 497 3
6437 1957 3
8674 1202 5
3447 6012 9
8340 3322 7
6739 7450 4
7997 577 10
9885 4999 10
8445 4027 2
620 1071 2
7934 1757 4
1011 5949 7
8283 491 4
1336 9203 2
6614 7851 3
2879 5142 3
9343 9187 5
3219 2407 3
6320 3484 9
3095 96 6
6063 1491 7
2378 9 5
7281 757 10
3281 6072 2
6784 18 3
8171 1434 5
2342 3006 5
3830 8325 7
1184 5590 10
2474 8739 3
904 4957 2
4983 2386 6
9797 4348 2
7515 1422 6
5274 4455 9
7784 368 2
8689 4989 9
8023 6150 5
7227 4396 5
7123 7240 6
1912 8828 8
5361 324 5
8639 9701 9
5388 5894 6
6325 4871 5
8475 2240 4
8651 722 5
3795 1071 8
8894 6119 3
4357 6624 10
6705 3715 7
527 2160 10
2163 100 5
8011 9547 2
336 6909 9
5539 9113 3
7079 7334 4
3345 5661 4
988 4846 1
6862 1448 4
6708 4195 2
8405 4257 7
1169 1240 3
5675 8051 9
2792 5108 1
9918 464 6
9752 9848 3
3902 7934 5
2515 2753 3
4254 2403 9
4576 9641 7
975 6618 7
1725 8101 10
7708 6457 2
4311 8522 4
6141 3044 7
6046 4459 3
2846 2012 2
4149 1775 9
6583 7464 9
1381 269 2
9459 5572 9
7519 1203 7
5676 6658 8
5103 4372 1
2505 3571 8
2345 685 5
5607 3545 4
4102 4280 4
7426 4866 4
6552 1445 9
9017 5117 5
7359 8814 9
6818 3495 7
151 3026 5
6116 5503 2
9296 4649 1
8751 391 1
2915 5533 2
2404 7390 10
5824 7398 10
1924 6285 3
5835 4073 10
4546 8919 10
9389 8389 8
4060 2723 6
5063 8412 3
4659 8581 5
1310 4474 1
217 9150 10
8470 2144 4
3057 6287 4
1808 1295 1
8857 6649 8
3293 4270 8
212 3155 7
2323 4434 6
8619 7189 8
9456 2314 3
8302 9339 10
8178 7192 4
3696 2943 5
9888 709 7
7878 1743 9
1608 8306 6
6301 4941 10
827 407 3
1315 7708 7
4155 4845 1
9671 4369 8
5521 3043 5
6425 1406 5
6297 7790 7
1925 905 6
1691 7915 5
8508 829 1
4955 8838 8
2396 2034 3
786 8383 5
2191 7140 1
1100 5462 3
5486 7689 7
521 4169 1
4458 3968 4
2890 2270 10
583 3165 4
9907 2573 8
3387 8253 5
2553 4680 6
4121 567 8
847 334 4
9486 3487 6
1849 7564 1
3582 748 5
9472 4369 5
1296 6476 7
6886 7456 2
8975 5286 9
3449 3811 5
9524 4130 2
8335 7682 2
9351 5015 5
2839 9973 7
934 7970 7
9054 6211 3
1505 3195 5
5287 9775 9
325 9835 6
4836 8788 9
7263 2890 8
7977 1367 9
2116 6327 3
4012 9672 9
5982 632 1
6568 4 6
1665 4816 3
1573 4468 8
3154 1078 7
2745 1702 5
4721 7405 8
1379 5457 6
332 432 2
5664 2155 2
7621 3144 3
9838 8122 9
6148 3505 10
1899 1012 7
566 7963 6
5609 3848 1
3450 3974 6
8621 9841 1
4067 9913 1
3228 7693 3
2681 6550 8
7152 9607 1
3613 8594 5
7871 3917 6
9495 9841 10
2440 8890 9
592 830 4
4493 4191 8
8059 8089 6
7650 4429 1
3251 7243 5
1742 3893 10
8175 1686 3
7354 1125 1
1262 8680 8
7861 5778 1
1415 5089 7
4014 6238 8
6519 9518 9
309 1816 2
1889 363 1
3985 7 8
6827 1465 9
9232 1126 9
8308 3105 5
4295 1765 2
2980 5433 7
912 8281 8
5298 3550 8
5333 2069 8
8014 4560 2
4602 9687 10
2016 1620 2
4384 1884 1
3395 477 7
6324 9768 1
181 5561 8
2724 7426 2
1465 1444 3
8477 3158 7
6048 342 4
7626 4922 5
8318 2328 10
399 2623 2
90 7262 6
6324 6033 4
860 7547 9
332 4152 10
3694 6242 9
6795 914 8
9207 811 8
7176 7962 3
469 1235 5
7907 1417 7
8899 1532 5
2630 8928 7
5770 9177 1
8860 2482 4
9060 6405 5
3924 2968 8
6361 9766 3
172 188 7
5714 9830 9
8650 3137 5
7433 3859 2
1576 8593 2
799 8498 2
7069 780 10
8054 4869 5
8088 2352 5
9555 8171 2
8956 1393 3
8852 2820 9
1750 7596 4
9683 7079 2
4572 3825 1
6833 5381 6
4706 9677 5
6941 5038 1
9498 7520 10
4347 7979 9
9847 5892 4
2742 6074 8
8276 4525 5
4126 3158 1
3326 956 5
1806 3209 5
5773 6791 7
7605 5395 1
4129 7771 9
6102 1915 4
6657 4550 9
9769 2006 10
4504 9803 2
3469 7839 5
2523 1036 6
9666 6858 3
5768 3470 5
3704 1819 8
7786 4600 9
1598 9485 9
6727 8892 4
7774 5160 10
7300 956 5
282 6401 10
5893 8221 7
5948 6907 4
8354 9311 7
7554 4060 8
4856 1412 3
7127 2179 3
9156 9844 7
7750 5499 3
6529 8488 6
5449 366 10
1654 9504 6
4009 3421 2
4433 5633 2
9280 5209 10
520 353 3
5535 4622 5
3565 2146 2
6279 9517 10
6199 3966 9
6601 8211 8
4128 5762 4
4979 8894 8
2320 3652 3
8889 9049 9
891 8336 2
6999 2829 8
9672 2194 6
5964 3552 8
9906 2184 1
8289 8256 2
4485 2096 3
8313 5590 3
2359 7749 7
1639 4181 9
4925 341 2
9290 7585 7
6238 8797 8
1361 8306 9
2390 7201 9
5177 8302 1
1743 1634 2
8768 9299 9
8246 4305 3
7012 6612 10
5221 5994 7
8563 8321 5
5110 8019 3
2129 5965 1
3827 735 8
8075 6580 3
7833 4497 6
8408 6862 7
650 1468 9
3775 6988 4
2681 709 8
9987 7927 8
3167 4167 7
1513 1506 7
5380 6778 9
5501 3609 9
4766 7403 8
1007 4265 6
244 5970 4
3558 5607 9
5047 85 2
7559 4749 9
3428 338 1
7288 8906 5
3482 1035 4
3534 9282 10
9815 973 2
5115 5093 2
8616 5879 8
8981 9894 5
8316 8455 10
2020 3356 6
645 6459 7
9171 3363 10
8544 9076 4
3267 6476 2
6004 1635 5
9523 869 10
9499 9574 2
9657 4385 8
1405 9607 7
4588 4938 4
2148 8640 5
2480 2076 6
1946 1690 2
752 2743 10
9835 6169 10
4447 2651 7
7102 9611 7
7059 4331 9
8080 5357 3
2888 1728 3
2674 8501 3
9182 8705 9
2308 9499 6
8318 7095 4
5196 9328 10
4601 2916 5
2012 6236 7
5803 6486 4
8604 3460 6
9195 6491 8
7601 9659 9
8038 4125 1
2180 7631 5
3834 4026 6
1741 3056 9
5908 23 6
570 7796 10
5771 3278 6
4562 4106 9
4294 718 6
8251 8817 3
4788 4252 9
2277 100 2
4828 6430 6
310 7603 9
5279 1629 9
4760 8905 10
4982 8806 9
404 5524 2
8813 6246 2
5893 1255 6
7096 5063 6
3929 6114 7
9507 6954 8
3048 9679 5
2919 1431 10
9143 4709 6
245 2329 8
4848 3047 1
8590 8707 3
49 6362 7
7187 3432 9
7481 829 6
4432 4351 8
8979 5546 8
8444 5325 10
9577 3189 4
253 1549 8
2630 624 7
7245 7049 3
412 3195 2
7072 8499 7
3323 7667 1
9318 5885 10
1131 5926 4
1209 3083 6
1427 5454 6
1650 2823 1
9408 350 5
3289 3435 3
3910 7615 2
1657 4941 2
338 7840 6
4314 3688 8
6960 9897 2
562 6637 10
7729 9711 6
9975 6660 8
1713 2198 4
6589 3867 8
9951 905 10
3050 7947 10
6295 1878 10
6535 9167 8
9304 1504 7
8677 5008 6
9888 2044 3
8540 5249 5
6971 22 8
7608 9961 6
6187 4441 6
2411 4013 6
2229 9968 5
6072 2724 1
1840 5408 10
3558 7977 8
5513 4604 1
8605 5932 3
2220 6839 3
6389 249 3
5169 2024 10
8701 3956 1
7109 968 10
6676 2702 2
7201 6084 7
5589 7790 8
5609 1702 5
2696 4681 3
7209 5700 7
9903 2229 4
1548 3066 2
9933 5633 7
2234 4158 8
3396 2099 8
9327 1346 9
3319 5792 1
249 8952 3
1683 9768 1
7443 2730 1
9697 7931 2
3988 3403 5
5552 6949 10
7050 8869 2
6452 2764 8
8054 5396 4
3624 6054 5
9684 5273 1
8921 5919 8
721 1793 10
4699 15 5
6413 9006 9
6281 2125 5
6518 6237 7
1254 1877 9
1089 5058 9
1300 8348 4
4511 1345 2
1377 5308 6
7389 4178 5
5462 6627 1
7063 6369 1
2981 8892 9
1576 950 3
2005 3574 2
2665 7049 9
2880 1026 6
561 1040 4
9940 5788 8
5458 706 8
7660 2020 6
9877 2003 4
5718 4752 2
115 472 10
1399 307 10
8996 4793 6
8781 2388 5
8330 143 10
8809 1867 1
8533 3321 10
6603 7062 2
8767 4144 6
3477 5873 4
6950 886 10
7136 3235 3
1194 4621 8
4267 3247 7
9367 7191 3
3771 4168 6
4996 4391 5
8756 1623 4
3053 9728 2
8353 8155 10
4029 4562 3
7757 5416 2
669 9871 8
5852 3 1
5035 8051 8
4431 7450 1
178 5383 4
8867 2891 10
3324 6609 2
6974 6233 7
7135 5563 9
2349 3551 4
5028 3101 6
6249 9641 8
2855 3456 10
5777 1293 3
724 7571 4
8033 8671 1
3922 8186 10
3948 6787 5
1239 2481 9
2924 4553 10
8904 995 1
8032 4536 9
225 3479 10
1526 8257 10
8134 5710 9
9386 5926 9
6883 73 2
4371 6634 4
8570 7842 4
6929 7139 1
8194 5711 1
9780 1866 4
2893 8662 10
7321 7820 9
5402 129 2
5826 6805 3
5854 4430 3
5084 4216 4
1890 6026 10
9473 3065 7
6562 7393 1
4930 7045 4
9285 4436 5
3183 4777 7
6991 9562 6
8030 3991 9
1476 2409 6
6745 7975 10
5476 206 5
8380 1768 3
9879 6577 2
7711 4535 6
7878 7529 9
7513 4410 1
1791 938 8
3953 5400 5
7175 5720 1
4113 7179 3
9632 777 3
4249 5406 9
8364 210 2
1417 781 7
9243 4009 2
2538 5904 9
1075 4998 9
6911 4757 10
8371 7154 10
2393 1378 5
4362 2818 8
6238 1929 5
4645 8308 7
12 59 5
3174 9615 3
4398 1890 9
9094 6721 1
5140 9509 10
297 3687 3
465 9220 5
2239 431 7
9400 4580 10
7124 9519 7
9340 9585 9
5302 9957 7
9185 5253 6
4156 2699 4
803 4868 2
1274 8648 5
9510 3355 9
2978 8509 9
2449 3641 9
2782 2221 4
6576 3797 6
4575 9801 10
3820 544 3
5149 7411 4
6529 1243 2
1494 9857 5
1653 7913 6
4489 7253 10
142 6209 4
883 4289 6
4405 7284 1
1 5064 3
5456 2111 1
5561 6615 8
7301 4691 9
288 745 9
4444 9803 5
6275 2278 1
8654 4608 8
6487 6685 9
9868 5457 6
2479 5157 1
5653 3187 5
4505 4190 5
7202 8914 1
7640 9679 1
875 7611 2
913 19 6
4099 9670 5
8680 9276 1
8298 5860 2
2753 5222 4
8341 1047 2
3486 2036 5
4504 9617 3
94 1507 1
1286 2689 2
9679 3159 7
2648 7245 10
3977 9520 10
8988 9738 10
3288 5962 8
5736 4691 4
2857 1137 1
8383 8341 8
7874 7117 5
7828 5302 7
1067 3607 9
1346 6316 8
2791 9554 2
2524 9183 6
7720 610 5
4932 320 2
7468 5680 2
8108 8989 1
3655 7429 10
861 6320 6
9269 6209 1
1165 5766 9
2721 2194 1
8644 6948 3
713 2327 3
8116 5365 10
3258 4366 6
6420 8699 8
4788 5508 9
6661 9542 2
660 9287 9
3507 2417 1
2315 1661 3
6675 461 5
3269 6239 2
8332 1416 3
4459 4101 9
1399 6035 5
3581 7062 2
4571 5869 5
5535 218 10
2797 1242 4
6971 9267 2
1366 5089 3
4960 6216 1
4804 2445 4
161 9968 8
6294 8642 7
4765 7649 9
3938 1018 5
8423 8684 5
8877 6193 9
1944 8598 6
4391 1239 5
1714 6080 5
3327 2309 4
9684 1399 8
1385 2395 4
8515 1562 6
7212 7487 1
21 4346 9
7651 6951 6
6681 7511 4
1636 1453 9
7449 363 9
8632 2192 6
8956 2597 6
4126 9613 2
6664 9434 9
9203 5396 3
4901 5020 9
1493 5060 4
200 6164 3
5575 9798 1
4484 8079 2
109 4275 8
5235 1297 7
1205 3791 1
946 4564 5
3269 3962 7
7153 9065 5
6632 6564 6
5833 6457 1
9322 9433 1
105 1408 1
8875 2031 8
1095 4563 3
9698 9064 7
1855 6540 7
1188 813 10
1371 4269 10
79 7201 9
2847 6131 5
5361 8035 6
2284 9939 2
5879 7434 4
9732 9840 9
1929 1924 3
3438 1796 10
926 7284 6
6499 4593 10
4153 4025 2
5281 5141 2
6972 7950 2
605 1502 5
8650 4128 4
895 5700 4
4529 8580 5
2049 365 2
7283 7487 1
8459 3953 6
7726 9096 1
7289 9601 7
1753 9352 9
1630 7804 2
8682 3234 5
1426 6941 9
6504 9773 8
848 6684 7
6064 7210 7
2008 3037 8
5402 2491 1
9992 8577 6
4931 7866 3
5586 3644 4
2704 9447 6
3937 5120 3
166 5891 2
8966 4900 9
5291 6510 3
7811 3412 3
7929 3580 3
6970 710 4
5476 3908 1
7855 5172 10
5378 5152 6
5794 8354 1
8441 178 4
4518 7238 4
8529 2671 4
3111 7941 2
6036 4889 6
8463 9864 4
7898 2829 2
627 7500 9
9789 2917 10
7531 454 10
4756 6511 10
4998 953 3
9236 6713 1
4803 2345 10
4375 9132 10
2825 3272 10
7711 1938 4
7263 8880 1
8537 5948 1
5567 5063 10
7809 8031 5
3033 1041 7
5854 2166 2
8742 4531 5
3311 7201 7
4296 7880 1
2100 106 6
2493 8467 7
551 3220 4
7317 1103 5
7386 4199 5
8926 7875 10
6018 3765 10
1457 3923 4
1107 8862 1
2991 7217 9
8389 6549 5
8477 2521 2
9080 3385 5
2311 3391 7
6158 5886 7
2344 1773 8
5918 3795 5
351 2120 5
7731 7945 2
6479 3260 10
3318 4174 2
5068 7266 10
9844 3102 3
4289 9178 1
5887 9665 2
9941 8287 4
6585 4242 10
7139 1378 3
1625 5214 2
3903 7278 9
5631 8505 5
1437 3473 9
5868 4592 10
1387 3021 7
5643 359 2
3862 2186 5
3195 7976 8
564 7674 2
1767 5234 9
8290 2714 4
7862 998 5
4995 7370 1
2893 1458 7
8917 6076 10
6435 4257 4
6734 7761 9
9069 7603 6
3269 663 3
7364 3211 10
9140 5935 9
2606 7560 2
8465 9829 6
9056 1310 3
7657 4502 3
2953 6040 7
2974 4229 3
7475 7852 7
6275 3138 1
8976 4558 6
7560 1398 7
8252 4567 9
1380 4495 8
6962 3027 2
8987 983 5
9680 4081 7
2323 3803 9
6838 4190 2
6323 8196 6
3131 3174 3
2390 7151 3
7351 5997 1
6855 1825 2
7347 3246 4
6992 4130 4
3960 4167 2
9867 2799 10
7090 2326 8
7175 5283 3
7913 8723 2
7527 6910 9
621 9348 1
9804 6952 4
8114 1728 2
539 5238 1
371 149 7
41 8261 6
5357 890 1
8196 2540 6
6824 2764 6
1754 2887 4
2248 93 9
5115 4140 7
7946 9623 9
4029 6348 5
1102 463 9
966 7633 2
9319 1408 10
1264 5794 9
1033 5737 8
2507 6728 9
9588 5447 4
3479 3670 5
7049 8337 4
1729 3026 8
2985 772 7
525 9722 3
1934 1627 5
5078 7471 7
8821 1359 9
2367 8535 3
2844 6934 9
4791 2308 8
5240 7272 8
6505 3630 3
9176 7334 7
1450 493 10
5431 4656 6
1195 7088 1
2689 1157 9
7315 1501 2
1746 9857 1
3045 9917 5
2803 4991 6
5834 951 7
1581 6950 8
1823 6019 4
2797 5267 6
9301 3350 1
3130 3650 5
9306 9457 9
1605 1608 3
5002 5668 4
5218 6690 8
8 2665 7
4248 1633 8
4520 8378 3
128 4486 4
3404 8941 9
9861 8457 9
2572 6758 7
9070 985 5
7660 8202 6
5740 7477 1
775 7052 9
544 4418 8
5035 5817 5
7148 9168 4
7331 4121 5
5983 1114 5
6718 3404 8
2725 1035 6
1555 7248 8
4210 3648 7
5487 8160 7
1910 5403 7
7253 8830 9
5991 842 10
5472 9376 6
3774 1634 8
9570 8580 6
9711 2755 10
6716 7808 5
8729 8956 4
8770 9593 1
3447 4911 10
1859 3473 10
1987 3289 6
3861 9117 5
2864 5418 5
8822 421 5
1599 9439 6
3386 1414 6
3782 8092 2
4789 7366 6
3964 1968 2
3690 8181 8
944 1027 9
5351 6666 5
640 6349 8
9461 3540 4
4839 8424 3
5964 8827 8
8920 6328 1
1618 8616 7
5554 4767 8
6287 2212 4
4852 3873 7
8738 4125 3
6117 7026 9
743 5359 2
8280 7145 5
2971 1441 8
4779 3551 9
2579 4810 8
7604 6595 9
5414 6354 3
5390 8933 3
308 9207 10
6244 918 2
4566 1442 4
1979 6466 1
4638 3601 7
5057 2229 5
1387 5953 1
1679 5673 3
3086 2196 9
5107 3456 3
3637 2751 4
3708 7284 8
9219 2000 3
1270 2562 4
4059 3561 3
2082 5442 1
6129 8071 5
2534 9784 3
1124 239 2
7024 8771 6
3856 6730 5
4294 7495 5
6246 2617 3
1416 5560 7
9361 5528 1
2643 4090 6
7851 7051 1
5697 1547 4
855 7682 4
4187 2295 8
4813 2930 1
5391 4399 6
5399 4511 1
2883 9119 4
6031 2720 4
3893 644 5
743 2121 6
2858 7183 7
358 434 4
444 3560 4
9774 4224 10
38 5566 7
8776 4099 1
2682 9943 6
3062 9270 7
1267 5143 1
4927 8012 8
70 7284 10
1443 9395 6
6596 1782 4
5509 308 6
283 1620 6
2952 216 3
9833 4117 7
1178 1446 5
4781 3125 5
7159 2438 5
7811 2555 8
2289 6717 2
295 1126 8
4700 3200 6
2053 5757 7
6774 7337 10
1169 6633 8
3147 759 8
4755 9898 7
8158 5121 4
2301 6818 8
5021 7758 3
284 7179 9
5351 323 10
686 9251 4
318 909 8
2738 6885 3
9264 5772 3
4353 9243 4
9137 7445 9
1666 1393 8
8023 7523 5
3040 8165 5
7615 867 9
9048 4453 8
3130 6244 4
8144 706 7
1607 1805 10
1213 2041 3
2456 1820 8
1527 536 7
8456 7560 4
1110 8549 7
2812 5318 5
28 5005 3
782 137 9
8655 6799 7
7529 3581 1
5628 1823 2
9388 3922 9
1772 1928 3
9735 9448 6
8727 239 3
5840 8946 1
9368 388 1
6293 5693 4
2890 5278 3
4898 558 10
329 3250 5
8456 1727 1
4936 4074 8
3536 1207 5
796 1319 4
7200 3061 2
3164 1624 4
3089 6253 3
8501 5024 5
7204 2473 2
6275 4203 2
3922 5900 10
8990 1093 10
8210 5420 3
6613 6203 8
2948 1010 10
1350 7448 8
5415 9004 2
3766 1540 1
5338 371 5
6220 6159 1
2133 8222 2
6821 9742 9
6794 7762 1
8086 3285 7
2697 4284 6
487 999 7
8822 5055 5
810 2979 1
5782 8221 8
9543 557 9
1782 9422 7
6920 8507 2
1957 2083 2
8129 5308 10
7478 5266 6
118 9327 10
186 5932 6
4718 7893 5
2070 3925 8
8937 3887 4
605 1349 7
7459 8689 6
4519 4127 5
8249 7088 6
5949 6272 5
1514 3161 2
5529 6841 5
2477 8094 7
6566 7305 7
2863 7058 9
4150 4727 5
2201 3050 3
3686 5192 9
5752 4981 5
8184 5153 2
1882 8420 7
7631 2596 2
3480 8866 7
6018 8849 8
6112 4021 5
5295 3874 5
8637 1172 1
1728 3521 4
5095 3740 1
7196 1111 7
2545 9356 6
974 10 8
914 2363 1
1224 7134 7
2453 289 4
1559 7228 8
1431 8617 2
2636 930 7
9945 1989 3
5191 2213 10
9323 6308 8
1989 8178 7
7301 1676 8
7756 4749 9
6487 9358 10
7514 9666 6
6151 3118 7
9141 573 8
1443 7757 7
9115 9869 10
9875 4898 1
8169 3333 2
7657 1146 8
5456 7553 4
3067 789 6
9410 4409 7
5639 5180 6
2661 384 8
2070 7150 10
7218 8653 6
4835 9312 3
2982 8235 10
5439 4522 2
9529 3177 6
8026 9650 8
9608 1807 9
1225 9285 4
8453 5937 10
6110 8733 3
2407 9682 1
9625 2809 1
9239 1433 9
3007 9658 8
8313 2097 3
8136 2300 4
60 6523 7
9535 4073 2
2076 6379 10
4192 9463 10
1713 4459 8
8240 2015 10
2741 2393 3
3198 7072 9
8791 7430 6
5711 1460 8
2527 2044 8
6463 4315 2
6796 8048 8
6232 4299 2
265 8614 2
7088 8868 2
809 9190 6
2647 3824 4
7016 95 9
3971 7073 9
2842 4484 8
1014 5326 8
6537 5790 7
4115 1618 8
9975 7511 3
5950 8570 7
7973 2601 3
2235 4791 7
1144 3584 4
8872 3068 3
5692 9289 1
2069 5591 5
9514 7692 4
6628 7667 1
399 4228 2
8412 3720 3
1076 7726 2
3428 4964 10
4048 8108 9
83 3439 2
4900 4267 4
3035 1202 10
5647 6518 3
3453 8159 2
3049 8328 4
2496 6563 4
2287 8055 1
3329 7481 2
8968 2457 7
1479 3364 3
6031 8580 6
7022 8055 4
4871 396 7
5344 2694 8
5837 762 4
9358 8846 2
6170 561 9
8750 6025 5
9581 3961 10
1892 665 1
2428 8013 8
9027 1079 10
341 8555 6
9443 9333 2
6503 5167 1
4710 1416 10
2544 9985 4
770 5358 3
9694 16 8
903 9195 2
2543 6209 2
4388 2623 6
2176 6171 5
2230 4928 2
2826 26 6
650 1393 2
9729 5476 8
304 2987 7
8516 3950 3
7575 7548 3
6766 7875 4
4712 9644 10
2091 1862 6
8178 4846 10
9641 4167 3
9081 5180 4
8549 4063 10
7170 4810 5
9341 3374 5
7783 3883 1
3147 6619 10
9600 3505 6
7525 925 3
6916 7785 10
8035 3494 7
328 8155 6
8999 7645 7
9512 9073 10
7704 3553 8
6360 6666 5
8516 1777 8
7976 6038 6
219 5737 10
1752 7761 9
8756 2090 9
5138 2051 10
1286 4772 1
9394 6737 9
208 5990 4
9009 807 5
7282 3589 9
5061 1163 6
58 7182 4
2302 7479 8
2298 8405 3
4226 2994 10
4228 8213 3
8596 3011 7
8208 4038 6
6131 242 7
1889 5253 3
2176 4669 6
1002 1610 8
5483 7871 2
9569 1689 4
74 966 7
217 7330 1
6703 9534 1
3952 6666 10
6598 9005 7
9519 6838 5
358 9683 8
6980 8936 5
2612 729 9
3979 7119 2
750 509 7
5520 2367 7
8818 9299 6
4877 6312 5
6818 5697 1
25 8410 3
3693 7760 5
7500 3729 9
3815 8301 6
5457 5441 1
511 6716 10
5380 7760 3
7580 9094 5
9952 3082 2
4273 3113 3
987 8648 6
2708 6837 1
8324 4175 2
8175 1257 4
6199 5194 8
3010 417 2
5026 8660 8
8908 6405 3
2211 7317 4
2544 2686 2
5083 6317 5
9876 2257 4
4600 5082 8
7134 269 8
8098 777 10
2534 6505 9
6987 4784 8
2721 9728 8
1627 6136 9
549 5570 1
5929 9950 9
2476 3395 4
8881 1727 5
3879 1427 10
9772 200 9
5514 5780 4
3538 4070 7
8038 1790 3
8275 5506 5
3239 7991 10
4189 848 9
3887 8439 4
3352 7385 5
3649 80 5
7541 2649 2
1663 7376 1
8083 956 10
322 5391 1
6611 5936 3
7876 4392 7
1304 1703 3
965 2379 2
6779 1527 3
2949 6923 3
7523 7325 4
8111 7930 9
2071 3595 2
55 5791 10
3244 3240 4
5703 1716 6
9460 3085 1
6867 9749 6
9914 710 1
5172 1344 9
2050 6106 7
9287 537 8
8243 6762 5
6278 4856 3
8343 9233 5
6851 2066 2
2144 823 10
8150 6549 6
7160 4572 7
2223 8054 2
9541 5792 1
1286 370 1
1555 4900 10
9620 9911 2
3625 3005 5
6789 2686 9
2231 2181 4
5227 6143 8
6690 5068 1
4767 9190 8
5876 3513 9
9036 6935 5
5984 3491 9
5553 1802 4
4611 2679 9
8817 317 8
8709 4524 5
8342 5756 10
6667 5973 1
4173 4468 6
1223 4535 5
6010 8125 8
3502 7774 3
7980 4423 3
9533 9055 3
4726 4152 4
7566 6115 5
311 886 4
7503 9999 10
2870 5620 5
226 3564 6
6475 2157 1
5749 817 8
1543 6257 6
7788 6732 6
5887 6874 1
3418 288 5
2118 9397 3
8810 4389 4
5624 9762 7
4917 1927 8
5219 1254 5
5653 4093 6
7689 4867 5
7110 4576 5
3874 5609 3
542 6964 8
4379 8196 2
4220 1637 2
8841 9080 3
4152 7522 7
550 4302 7
5183 1477 9
564 8275 9
2891 5622 5
9893 7221 4
8235 2019 9
7433 1783 3
5767 7915 2
508 7214 1
4678 7907 5
7334 1188 4
1792 9805 4
1249 6629 9
8688 2182 4
6487 7755 10
6922 680 10
2879 633 2
1251 2908 2
414 3394 1
8965 843 6
817 2388 3
3134 4574 1
2009 6863 3
9246 1253 3
7266 865 1
8736 7695 3
7480 579 10
2642 4640 9
8545 7246 6
9550 4809 8
2782 9959 4
965 809 3
4375 5988 1
1693 253 1
2152 1817 2
495 8759 1
2777 5613 5
4332 3581 8
3519 9863 6
6463 5462 8
8396 1851 6
2829 8242 4
9089 2106 6
6472 9437 10
7607 6983 9
6257 971 2
6667 1465 6
